station,target,lead,unit,mu_cal,sigma_cal,mu_raw,sigma_raw,max_real,win_mkt,hit_cal,hit_raw,pwin_cal,pwin_raw,crps_cal,crps_raw
SBGR,2026-07-11,1,C,27.79,1.15,27.3,1.39,28.0,28°C,1.0,0.0,0.33,0.249,0.284,0.462
SBGR,2026-07-11,2,C,27.69,1.43,27.23,1.7,28.0,28°C,1.0,0.0,0.268,0.21,0.36,0.533
SBGR,2026-07-11,3,C,27.6,1.6,27.17,1.9,28.0,28°C,1.0,0.0,0.239,0.189,0.412,0.588
WMKK,2026-07-11,2,C,31.87,1.32,30.8,1.77,29.0,29°C,0.0,0.0,0.031,0.134,2.142,1.087
WMKK,2026-07-11,3,C,31.88,1.31,30.87,1.74,29.0,29°C,0.0,0.0,0.03,0.129,2.15,1.137
WSSS,2026-07-11,2,C,31.0,0.94,29.97,1.27,31.0,31°C,1.0,0.0,0.404,0.224,0.22,0.615
WSSS,2026-07-11,3,C,31.06,1.07,30.13,1.34,31.0,31°C,1.0,0.0,0.359,0.238,0.252,0.529
ZBAA,2026-07-11,2,C,29.04,1.92,27.8,2.84,29.0,29°C,0.0,0.0,0.206,0.128,0.449,0.863
ZBAA,2026-07-11,3,C,29.63,2.47,28.3,3.22,29.0,29°C,0.0,0.0,0.155,0.121,0.642,0.813
ZGSZ,2026-07-11,2,C,33.13,1.13,33.8,1.9,34.0,34°C,0.0,1.0,0.259,0.206,0.518,0.452
ZGSZ,2026-07-11,3,C,33.6,1.48,34.47,2.09,34.0,34°C,1.0,1.0,0.256,0.184,0.388,0.53
ZSPD,2026-07-11,2,C,30.23,1.21,29.37,1.56,31.0,31°C,0.0,0.0,0.265,0.148,0.47,0.99
ZSPD,2026-07-11,3,C,30.29,1.49,29.43,1.77,31.0,31°C,0.0,0.0,0.235,0.152,0.482,0.933
CYYZ,2026-07-12,1,C,27.72,0.84,27.17,1.1,27.0,27°C,0.0,1.0,0.323,0.348,0.428,0.266
CYYZ,2026-07-12,2,C,28.08,1.37,27.53,1.75,27.0,27°C,0.0,0.0,0.211,0.215,0.645,0.473
CYYZ,2026-07-12,3,C,27.69,1.6,27.13,2.0,27.0,27°C,0.0,1.0,0.224,0.197,0.491,0.471
EDDM,2026-07-12,1,C,27.81,1.21,26.53,1.65,28.0,28°C,1.0,0.0,0.317,0.162,0.295,0.874
EDDM,2026-07-12,2,C,27.58,1.51,26.37,2.05,28.0,28°C,1.0,0.0,0.25,0.141,0.398,0.972
EDDM,2026-07-12,3,C,27.66,1.66,26.47,2.14,28.0,28°C,1.0,0.0,0.233,0.143,0.414,0.921
EFHK,2026-07-12,1,C,29.18,0.99,28.23,1.68,27.0,27°C,0.0,0.0,0.041,0.18,1.63,0.739
EFHK,2026-07-12,2,C,29.27,1.48,28.43,2.32,27.0,27°C,0.0,0.0,0.086,0.141,1.511,0.885
EFHK,2026-07-12,3,C,28.56,1.67,28.0,2.41,27.0,27°C,0.0,0.0,0.154,0.151,0.93,0.726
EGLC,2026-07-12,1,C,28.71,0.74,28.6,0.94,28.0,28°C,0.0,0.0,0.338,0.338,0.425,0.367
EGLC,2026-07-12,2,C,28.7,1.05,28.6,1.29,28.0,28°C,0.0,0.0,0.299,0.272,0.423,0.411
EGLC,2026-07-12,3,C,28.59,1.2,28.43,1.44,28.0,28°C,0.0,1.0,0.289,0.261,0.393,0.387
KATL,2026-07-12,1,F,88.38,2.9,86.27,3.03,,92-93°F,0.0,0.0,0.102,0.034,,
KATL,2026-07-12,2,F,90.12,3.09,88.4,3.1,,92-93°F,0.0,0.0,0.19,0.109,,
KATL,2026-07-12,3,F,91.29,4.94,89.17,5.13,,92-93°F,0.0,0.0,0.156,0.126,,
KAUS,2026-07-12,1,F,92.9,1.94,92.2,2.28,95.0,94-95°F,0.0,0.0,0.288,0.21,1.281,1.756
KAUS,2026-07-12,2,F,90.41,2.72,89.77,3.28,95.0,94-95°F,0.0,0.0,0.097,0.087,3.157,3.535
KAUS,2026-07-12,3,F,97.87,4.0,97.2,4.96,95.0,94-95°F,0.0,0.0,0.139,0.138,1.724,1.542
KDAL,2026-07-12,1,F,96.37,1.26,96.6,1.65,,98-99°F,0.0,0.0,0.177,0.253,,
KDAL,2026-07-12,2,F,91.5,3.38,91.03,4.6,,98-99°F,0.0,0.0,0.029,0.047,,
KDAL,2026-07-12,3,F,98.36,3.35,98.93,4.49,,98-99°F,1.0,1.0,0.235,0.175,,
KHOU,2026-07-12,1,F,92.55,1.52,91.9,2.5,,92-93°F,1.0,1.0,0.488,0.302,,
KHOU,2026-07-12,2,F,89.94,2.21,89.07,3.32,,92-93°F,0.0,0.0,0.187,0.141,,
KHOU,2026-07-12,3,F,91.69,2.82,90.57,4.23,,92-93°F,1.0,0.0,0.267,0.169,,
KLAX,2026-07-12,1,F,75.74,1.93,78.43,4.44,,74-75°F,0.0,0.0,0.327,0.121,,
KLAX,2026-07-12,2,F,74.98,3.33,79.07,6.79,,74-75°F,1.0,0.0,0.234,0.094,,
KLAX,2026-07-12,3,F,77.23,3.33,81.03,6.21,,74-75°F,0.0,0.0,0.17,0.074,,
KLGA,2026-07-12,1,F,86.21,1.42,85.57,1.98,85.0,84-85°F,0.0,0.0,0.281,0.338,0.718,0.528
KLGA,2026-07-12,2,F,86.23,2.43,85.6,3.48,85.0,84-85°F,0.0,0.0,0.251,0.216,0.812,0.853
KLGA,2026-07-12,3,F,85.08,2.89,84.23,3.81,85.0,84-85°F,1.0,1.0,0.265,0.206,0.677,0.952
KMIA,2026-07-12,1,F,92.35,1.31,91.47,2.08,,94-95°F,0.0,0.0,0.182,0.138,,
KMIA,2026-07-12,2,F,91.83,1.39,90.83,2.21,,94-95°F,0.0,0.0,0.11,0.097,,
KMIA,2026-07-12,3,F,92.82,1.76,91.6,2.89,,94-95°F,0.0,0.0,0.286,0.167,,
KORD,2026-07-12,1,F,87.29,1.58,86.37,1.78,,86-87°F,1.0,1.0,0.424,0.424,,
KORD,2026-07-12,2,F,87.87,2.74,87.0,3.64,,86-87°F,0.0,1.0,0.253,0.215,,
KORD,2026-07-12,3,F,86.51,3.36,85.7,4.09,,86-87°F,1.0,1.0,0.234,0.19,,
KSFO,2026-07-12,1,F,76.52,1.92,78.43,4.08,,74-75°F,0.0,0.0,0.24,0.123,,
KSFO,2026-07-12,2,F,74.74,2.45,76.67,4.2,,74-75°F,1.0,0.0,0.316,0.165,,
KSFO,2026-07-12,3,F,78.24,3.4,80.47,6.82,,74-75°F,0.0,0.0,0.128,0.08,,
LEMD,2026-07-12,1,C,33.67,0.74,33.33,0.93,34.0,34°C,1.0,0.0,0.462,0.324,0.23,0.4
LEMD,2026-07-12,2,C,33.62,1.03,33.33,1.29,34.0,34°C,1.0,0.0,0.35,0.266,0.296,0.436
LEMD,2026-07-12,3,C,33.82,1.13,33.53,1.41,34.0,34°C,1.0,1.0,0.339,0.263,0.275,0.39
LFPB,2026-07-12,1,C,35.74,0.78,35.13,1.15,35.0,35°C,0.0,1.0,0.322,0.335,0.445,0.274
LFPB,2026-07-12,2,C,36.37,1.13,35.7,1.62,35.0,35°C,0.0,0.0,0.172,0.222,0.856,0.497
LFPB,2026-07-12,3,C,36.54,1.3,35.77,1.82,35.0,35°C,0.0,0.0,0.153,0.198,0.958,0.553
LIMC,2026-07-12,1,C,33.6,0.75,33.0,1.47,33.0,33°C,0.0,1.0,0.378,0.267,0.355,0.343
LIMC,2026-07-12,2,C,33.93,0.92,33.27,1.36,33.0,33°C,0.0,1.0,0.259,0.283,0.562,0.338
LIMC,2026-07-12,3,C,33.72,1.14,33.13,1.63,33.0,33°C,0.0,1.0,0.281,0.24,0.442,0.385
LTAC,2026-07-12,1,C,31.05,0.69,30.3,1.07,32.0,32°C,0.0,0.0,0.24,0.111,0.613,1.148
LTAC,2026-07-12,2,C,30.91,0.87,30.17,1.29,32.0,32°C,0.0,0.0,0.214,0.115,0.689,1.197
LTAC,2026-07-12,3,C,31.09,0.99,30.33,1.41,32.0,32°C,0.0,0.0,0.263,0.142,0.541,1.035
MMMX,2026-07-12,1,C,24.35,0.74,24.47,1.29,24.0,24°C,1.0,1.0,0.454,0.284,0.239,0.368
MMMX,2026-07-12,2,C,24.88,0.91,25.0,1.52,24.0,24°C,0.0,0.0,0.274,0.209,0.528,0.609
MMMX,2026-07-12,3,C,25.13,1.04,25.27,1.69,24.0,24°C,0.0,0.0,0.214,0.177,0.691,0.757
NZWN,2026-07-12,2,C,11.21,0.94,10.33,1.23,11.0,11°C,1.0,0.0,0.397,0.275,0.237,0.428
NZWN,2026-07-12,3,C,11.35,0.98,10.47,1.26,11.0,11°C,1.0,0.0,0.37,0.283,0.277,0.384
RCSS,2026-07-12,2,C,34.69,2.61,34.5,2.85,37.0,37°C,0.0,0.0,0.103,0.095,1.379,1.489
RCSS,2026-07-12,3,C,34.86,2.88,34.73,3.11,37.0,37°C,0.0,0.0,0.105,0.098,1.278,1.358
RJTT,2026-07-12,2,C,29.72,1.28,29.6,2.31,29.0,29°C,0.0,0.0,0.261,0.166,0.457,0.601
RJTT,2026-07-12,3,C,29.1,1.47,28.9,2.39,29.0,29°C,1.0,1.0,0.266,0.166,0.346,0.559
RKSI,2026-07-12,2,C,32.42,2.44,30.47,3.47,34.0,>= 34°C,1.0,1.0,0.329,0.191,0.965,2.134
RKSI,2026-07-12,3,C,31.97,2.78,30.07,3.4,34.0,>= 34°C,1.0,1.0,0.291,0.156,1.216,2.431
SAEZ,2026-07-12,1,C,11.9,0.96,11.1,1.37,12.0,12°C,1.0,0.0,0.396,0.232,0.228,0.548
SAEZ,2026-07-12,2,C,12.66,1.37,11.87,1.81,12.0,12°C,0.0,1.0,0.255,0.217,0.445,0.427
SAEZ,2026-07-12,3,C,12.43,1.62,11.63,2.07,12.0,12°C,1.0,1.0,0.234,0.188,0.424,0.51
SBGR,2026-07-12,1,C,22.61,1.25,22.2,1.5,23.0,23°C,1.0,0.0,0.297,0.227,0.339,0.517
SBGR,2026-07-12,2,C,23.64,1.57,23.13,1.87,23.0,23°C,0.0,1.0,0.23,0.21,0.47,0.441
SBGR,2026-07-12,3,C,23.95,1.91,23.4,2.31,23.0,23°C,0.0,1.0,0.183,0.169,0.633,0.567
WMKK,2026-07-12,2,C,31.94,1.28,30.97,1.7,33.0,33°C,0.0,0.0,0.22,0.115,0.629,1.266
WMKK,2026-07-12,3,C,32.16,1.38,31.4,1.89,33.0,33°C,0.0,0.0,0.236,0.147,0.522,0.952
WSSS,2026-07-12,2,C,31.01,0.96,29.87,1.3,30.0,30°C,0.0,1.0,0.241,0.297,0.61,0.31
WSSS,2026-07-12,3,C,31.51,1.09,30.6,1.4,30.0,30°C,0.0,0.0,0.144,0.255,0.979,0.428
ZBAA,2026-07-12,2,C,30.12,1.69,29.17,2.02,31.0,31°C,0.0,0.0,0.204,0.131,0.574,1.094
ZBAA,2026-07-12,3,C,30.66,2.31,29.77,2.58,31.0,31°C,1.0,0.0,0.169,0.137,0.561,0.834
ZGSZ,2026-07-12,2,C,32.76,1.14,33.43,2.01,32.0,34°C,0.0,0.0,0.195,0.189,0.463,0.861
ZGSZ,2026-07-12,3,C,32.21,1.47,32.7,1.96,32.0,34°C,0.0,0.0,0.13,0.162,0.355,0.557
ZSPD,2026-07-12,2,C,30.85,1.22,30.03,1.7,31.0,31°C,1.0,0.0,0.315,0.198,0.293,0.611
ZSPD,2026-07-12,3,C,30.56,1.49,29.7,1.79,31.0,31°C,1.0,0.0,0.252,0.17,0.4,0.779
CYYZ,2026-07-13,1,C,32.75,0.86,32.27,1.12,33.0,33°C,1.0,0.0,0.423,0.282,0.23,0.447
CYYZ,2026-07-13,2,C,32.66,1.4,32.2,1.8,33.0,33°C,1.0,0.0,0.272,0.199,0.359,0.56
CYYZ,2026-07-13,3,C,31.55,1.65,31.1,2.09,33.0,33°C,0.0,0.0,0.163,0.126,0.865,1.134
EDDM,2026-07-13,1,C,31.08,1.35,29.5,1.82,31.0,31°C,1.0,0.0,0.289,0.155,0.317,0.892
EDDM,2026-07-13,2,C,30.22,1.57,28.77,2.1,31.0,31°C,0.0,0.0,0.222,0.108,0.517,1.358
EDDM,2026-07-13,3,C,30.44,1.81,28.9,2.38,31.0,31°C,0.0,0.0,0.208,0.113,0.492,1.251
EFHK,2026-07-13,1,C,22.9,1.39,22.43,2.27,20.0,20°C,0.0,0.0,0.035,0.099,2.136,1.482
EFHK,2026-07-13,2,C,24.33,1.04,23.53,1.49,20.0,20°C,0.0,0.0,0.0,0.017,3.747,2.704
EFHK,2026-07-13,3,C,25.37,1.3,24.57,1.8,20.0,20°C,0.0,0.0,0.0,0.009,4.639,3.56
EGLC,2026-07-13,1,C,26.58,0.9,26.53,1.17,26.0,26°C,0.0,0.0,0.35,0.3,0.356,0.368
EGLC,2026-07-13,2,C,27.4,1.12,27.33,1.4,26.0,26°C,0.0,0.0,0.167,0.181,0.877,0.799
EGLC,2026-07-13,3,C,27.24,1.33,27.17,1.64,26.0,26°C,0.0,0.0,0.194,0.187,0.741,0.701
KATL,2026-07-13,1,F,83.53,2.4,81.73,2.4,,82-83°F,0.0,1.0,0.296,0.307,,
KATL,2026-07-13,2,F,83.82,3.57,81.7,3.67,,82-83°F,0.0,1.0,0.206,0.21,,
KATL,2026-07-13,3,F,83.5,4.39,81.23,4.58,,82-83°F,0.0,0.0,0.176,0.166,,
KAUS,2026-07-13,1,F,93.33,2.09,92.73,2.43,93.0,92-93°F,1.0,1.0,0.341,0.317,0.51,0.581
KAUS,2026-07-13,2,F,92.62,2.85,91.93,3.47,93.0,92-93°F,1.0,1.0,0.274,0.224,0.687,0.941
KAUS,2026-07-13,3,F,93.75,5.77,92.97,7.26,93.0,92-93°F,0.0,0.0,0.134,0.109,1.387,1.697
KDAL,2026-07-13,1,F,85.49,1.93,85.47,2.63,,92-93°F,0.0,0.0,0.001,0.01,,
KDAL,2026-07-13,2,F,85.0,2.55,84.93,3.43,,92-93°F,0.0,0.0,0.005,0.022,,
KDAL,2026-07-13,3,F,87.81,3.38,87.6,4.65,,92-93°F,0.0,0.0,0.091,0.099,,
KHOU,2026-07-13,1,F,84.17,1.23,83.53,1.66,,84-85°F,1.0,1.0,0.565,0.39,,
KHOU,2026-07-13,2,F,87.89,2.17,87.07,3.24,,84-85°F,0.0,0.0,0.114,0.179,,
KHOU,2026-07-13,3,F,88.29,2.69,87.1,3.82,,84-85°F,0.0,0.0,0.112,0.165,,
KLAX,2026-07-13,1,F,77.2,2.56,81.2,5.87,,74-75°F,0.0,0.0,0.179,0.071,,
KLAX,2026-07-13,2,F,77.6,3.49,81.87,6.76,,74-75°F,0.0,0.0,0.154,0.065,,
KLAX,2026-07-13,3,F,78.74,3.27,82.1,5.55,,74-75°F,0.0,0.0,0.106,0.057,,
KLGA,2026-07-13,1,F,85.49,1.51,85.03,2.18,85.0,84-85°F,1.0,1.0,0.409,0.343,0.415,0.511
KLGA,2026-07-13,2,F,86.47,2.45,86.17,3.48,85.0,84-85°F,0.0,0.0,0.234,0.202,0.913,0.969
KLGA,2026-07-13,3,F,85.65,2.86,85.2,3.69,85.0,84-85°F,0.0,1.0,0.253,0.21,0.727,0.866
KMIA,2026-07-13,1,F,92.07,1.18,90.93,2.05,,92-93°F,1.0,0.0,0.572,0.286,,
KMIA,2026-07-13,2,F,91.24,1.46,90.27,2.3,,92-93°F,0.0,0.0,0.368,0.216,,
KMIA,2026-07-13,3,F,92.79,1.63,91.7,2.61,,92-93°F,1.0,1.0,0.454,0.286,,
KORD,2026-07-13,1,F,93.07,1.57,92.03,1.72,,92-93°F,1.0,1.0,0.449,0.424,,
KORD,2026-07-13,2,F,94.44,2.66,93.5,3.26,,92-93°F,0.0,1.0,0.227,0.23,,
KORD,2026-07-13,3,F,94.79,3.35,94.0,4.03,,92-93°F,0.0,0.0,0.187,0.183,,
KSFO,2026-07-13,1,F,78.58,2.53,81.47,6.24,,76-77°F,0.0,0.0,0.223,0.093,,
KSFO,2026-07-13,2,F,78.4,3.41,82.03,7.55,,76-77°F,0.0,0.0,0.198,0.081,,
KSFO,2026-07-13,3,F,81.89,3.11,85.7,5.47,,76-77°F,0.0,0.0,0.059,0.036,,
LEMD,2026-07-13,1,C,32.58,0.77,32.27,0.97,33.0,33°C,0.0,0.0,0.425,0.303,0.271,0.438
LEMD,2026-07-13,2,C,33.02,0.94,32.7,1.19,33.0,33°C,1.0,0.0,0.403,0.316,0.221,0.308
LEMD,2026-07-13,3,C,33.39,1.07,33.1,1.34,33.0,33°C,1.0,0.0,0.338,0.29,0.305,0.317
LFPB,2026-07-13,1,C,35.12,0.93,34.63,1.37,35.0,35°C,1.0,1.0,0.404,0.275,0.224,0.359
LFPB,2026-07-13,2,C,34.29,1.17,33.87,1.65,35.0,35°C,0.0,0.0,0.279,0.189,0.441,0.684
LFPB,2026-07-13,3,C,35.62,1.25,35.03,1.77,35.0,35°C,0.0,1.0,0.277,0.223,0.413,0.414
LIMC,2026-07-13,1,C,33.52,0.82,33.03,1.72,32.0,32°C,0.0,0.0,0.099,0.192,1.082,0.642
LIMC,2026-07-13,2,C,33.75,1.07,33.13,1.95,32.0,32°C,0.0,0.0,0.104,0.172,1.189,0.711
LIMC,2026-07-13,3,C,33.46,1.21,33.03,1.93,32.0,32°C,0.0,0.0,0.161,0.178,0.911,0.667
LTAC,2026-07-13,1,C,31.8,0.7,31.03,1.08,32.0,32°C,1.0,0.0,0.506,0.245,0.187,0.576
LTAC,2026-07-13,2,C,32.24,0.89,31.5,1.32,32.0,32°C,1.0,0.0,0.411,0.275,0.235,0.384
LTAC,2026-07-13,3,C,32.2,1.01,31.47,1.46,32.0,32°C,1.0,0.0,0.372,0.251,0.252,0.418
MMMX,2026-07-13,1,C,24.23,0.75,24.33,1.32,24.0,24°C,1.0,1.0,0.477,0.287,0.203,0.341
MMMX,2026-07-13,2,C,24.25,0.96,24.37,1.87,24.0,24°C,1.0,1.0,0.385,0.207,0.25,0.465
MMMX,2026-07-13,3,C,23.96,1.05,24.07,1.78,24.0,24°C,1.0,1.0,0.364,0.221,0.247,0.418
NZWN,2026-07-13,2,C,13.34,0.9,12.4,1.17,13.0,13°C,1.0,0.0,0.396,0.293,0.26,0.393
NZWN,2026-07-13,3,C,13.28,0.94,12.33,1.21,13.0,13°C,1.0,0.0,0.388,0.278,0.254,0.425
RCSS,2026-07-13,2,C,32.98,2.49,32.4,2.65,34.0,34°C,0.0,0.0,0.147,0.125,0.745,0.994
RCSS,2026-07-13,3,C,32.48,2.77,31.8,2.91,34.0,34°C,0.0,0.0,0.124,0.103,0.97,1.314
RJTT,2026-07-13,2,C,31.06,1.44,31.07,2.79,28.0,28°C,0.0,0.0,0.031,0.078,2.261,1.876
RJTT,2026-07-13,3,C,31.66,1.27,31.5,1.63,28.0,28°C,0.0,0.0,0.006,0.026,2.947,2.598
RKSI,2026-07-13,2,C,31.4,2.22,29.1,3.22,32.0,32°C,0.0,0.0,0.172,0.083,0.583,1.729
RKSI,2026-07-13,3,C,31.97,2.83,29.67,3.76,32.0,32°C,0.0,0.0,0.14,0.087,0.661,1.439
SAEZ,2026-07-13,1,C,11.65,1.22,10.93,1.73,9.0,9°C,0.0,0.0,0.034,0.124,1.975,1.187
SAEZ,2026-07-13,2,C,13.03,1.39,12.27,1.84,9.0,9°C,0.0,0.0,0.005,0.046,3.248,2.286
SAEZ,2026-07-13,3,C,13.39,1.67,12.63,2.14,9.0,9°C,0.0,0.0,0.008,0.045,3.457,2.505
SBGR,2026-07-13,1,C,16.6,1.19,16.27,1.43,17.0,17°C,1.0,0.0,0.309,0.241,0.331,0.481
SBGR,2026-07-13,2,C,16.51,1.5,16.13,1.8,17.0,17°C,1.0,0.0,0.247,0.195,0.415,0.584
SBGR,2026-07-13,3,C,16.59,1.54,16.27,1.84,17.0,17°C,1.0,0.0,0.246,0.198,0.402,0.545
WMKK,2026-07-13,2,C,32.13,1.31,31.37,1.79,32.0,32°C,1.0,0.0,0.296,0.207,0.311,0.506
WMKK,2026-07-13,3,C,32.15,1.35,31.43,1.83,32.0,32°C,1.0,0.0,0.287,0.205,0.322,0.497
WSSS,2026-07-13,2,C,31.8,0.97,30.9,1.4,32.0,32°C,1.0,0.0,0.385,0.207,0.244,0.655
WSSS,2026-07-13,3,C,31.98,1.17,31.1,1.63,32.0,32°C,1.0,0.0,0.331,0.208,0.274,0.574
ZBAA,2026-07-13,2,C,33.71,1.68,33.23,1.96,34.0,34°C,1.0,0.0,0.231,0.187,0.412,0.576
ZBAA,2026-07-13,3,C,32.33,2.23,31.8,2.21,34.0,34°C,0.0,0.0,0.135,0.11,0.997,1.324
ZGSZ,2026-07-13,2,C,32.3,1.14,32.87,1.92,32.0,34°C,0.0,0.0,0.119,0.173,0.296,0.603
ZGSZ,2026-07-13,3,C,31.95,1.48,32.47,2.08,32.0,34°C,0.0,0.0,0.105,0.145,0.347,0.528
ZSPD,2026-07-13,2,C,32.57,1.21,31.7,1.61,33.0,33°C,1.0,0.0,0.302,0.178,0.342,0.774
ZSPD,2026-07-13,3,C,32.46,1.5,31.63,1.9,33.0,33°C,0.0,0.0,0.245,0.161,0.428,0.82
CYYZ,2026-07-14,1,C,36.21,0.83,35.83,1.08,36.0,36°C,1.0,1.0,0.439,0.353,0.216,0.263
CYYZ,2026-07-14,2,C,36.7,1.36,36.3,1.75,36.0,36°C,0.0,1.0,0.253,0.222,0.457,0.429
CYYZ,2026-07-14,3,C,36.37,1.67,36.0,2.11,36.0,36°C,1.0,1.0,0.23,0.187,0.423,0.493
EDDM,2026-07-14,1,C,28.41,1.13,27.23,1.53,29.0,29°C,0.0,0.0,0.301,0.135,0.383,1.091
EDDM,2026-07-14,2,C,28.23,1.37,27.33,1.84,29.0,29°C,0.0,0.0,0.244,0.144,0.49,0.994
EDDM,2026-07-14,3,C,28.28,1.64,27.07,2.1,29.0,29°C,0.0,0.0,0.218,0.124,0.507,1.155
EFHK,2026-07-14,1,C,23.55,0.94,22.9,1.56,23.0,23°C,0.0,1.0,0.348,0.252,0.344,0.366
EFHK,2026-07-14,2,C,23.67,1.42,23.1,2.18,23.0,23°C,0.0,1.0,0.247,0.181,0.457,0.511
EFHK,2026-07-14,3,C,24.71,1.33,24.1,1.8,23.0,23°C,0.0,0.0,0.133,0.182,1.084,0.681
EGLC,2026-07-14,1,C,29.62,0.74,29.53,0.94,29.0,29°C,0.0,0.0,0.371,0.351,0.37,0.337
EGLC,2026-07-14,2,C,29.95,1.03,29.77,1.28,29.0,29°C,0.0,0.0,0.252,0.257,0.564,0.477
EGLC,2026-07-14,3,C,30.32,1.32,30.23,1.64,29.0,29°C,0.0,0.0,0.184,0.182,0.792,0.737
KATL,2026-07-14,1,F,84.72,2.62,82.83,2.56,,84-85°F,1.0,0.0,0.296,0.248,,
KATL,2026-07-14,2,F,81.93,3.22,80.07,3.27,,84-85°F,0.0,0.0,0.179,0.098,,
KATL,2026-07-14,3,F,82.23,4.31,80.03,4.37,,84-85°F,0.0,0.0,0.16,0.108,,
KAUS,2026-07-14,1,F,79.31,1.53,78.5,1.69,79.0,78-79°F,1.0,1.0,0.429,0.445,0.384,0.454
KAUS,2026-07-14,2,F,82.16,2.85,81.5,3.46,79.0,78-79°F,0.0,0.0,0.124,0.158,1.935,1.5
KAUS,2026-07-14,3,F,84.58,3.9,84.03,4.8,79.0,78-79°F,0.0,0.0,0.062,0.086,3.646,3.054
KDAL,2026-07-14,1,F,88.88,1.66,88.6,2.27,,90-91°F,0.0,0.0,0.297,0.245,,
KDAL,2026-07-14,2,F,85.27,2.78,85.23,3.78,,90-91°F,0.0,0.0,0.052,0.081,,
KDAL,2026-07-14,3,F,86.77,4.52,86.73,6.36,,90-91°F,0.0,0.0,0.125,0.105,,
KHOU,2026-07-14,1,F,81.69,1.3,80.67,1.81,,80-81°F,0.0,1.0,0.397,0.418,,
KHOU,2026-07-14,2,F,83.49,2.15,82.87,3.17,,80-81°F,0.0,0.0,0.146,0.189,,
KHOU,2026-07-14,3,F,83.55,2.52,82.53,3.33,,80-81°F,0.0,0.0,0.154,0.197,,
KLAX,2026-07-14,1,F,77.93,2.45,81.7,5.48,,76-77°F,0.0,0.0,0.27,0.093,,
KLAX,2026-07-14,2,F,76.89,3.8,81.6,7.52,,76-77°F,1.0,0.0,0.206,0.084,,
KLAX,2026-07-14,3,F,79.14,3.49,83.8,6.95,,76-77°F,0.0,0.0,0.171,0.066,,
KLGA,2026-07-14,1,F,93.66,1.44,93.47,2.04,92.0,92-93°F,0.0,1.0,0.389,0.339,1.023,0.88
KLGA,2026-07-14,2,F,96.42,2.35,96.23,3.25,92.0,92-93°F,0.0,0.0,0.089,0.128,3.15,2.694
KLGA,2026-07-14,3,F,96.31,2.88,96.1,3.73,92.0,92-93°F,0.0,0.0,0.117,0.134,2.855,2.508
KMIA,2026-07-14,1,F,93.14,1.87,92.03,3.02,,94-95°F,0.0,0.0,0.321,0.188,,
KMIA,2026-07-14,2,F,91.64,1.38,90.7,2.17,,94-95°F,0.0,0.0,0.086,0.085,,
KMIA,2026-07-14,3,F,93.32,1.68,92.33,2.64,,94-95°F,0.0,0.0,0.36,0.214,,
KORD,2026-07-14,1,F,96.81,1.54,95.87,1.54,,96-97°F,1.0,1.0,0.475,0.449,,
