station,target,lead,unit,mu_cal,sigma_cal,mu_raw,sigma_raw,max_real,win_mkt,hit_cal,hit_raw,pwin_cal,pwin_raw,crps_cal,crps_raw
EGLC,2026-06-16,3,C,25.21,1.3,25.1,1.55,27.0,27°C,0.0,0.0,0.121,0.123,1.159,1.19
KLGA,2026-06-16,1,F,78.98,1.5,77.67,2.11,78.0,78-79°F,1.0,1.0,0.474,0.339,0.599,0.514
KLGA,2026-06-16,2,F,79.84,2.49,78.5,3.47,78.0,78-79°F,0.0,1.0,0.272,0.227,1.102,0.84
KLGA,2026-06-16,3,F,80.0,3.05,78.57,4.09,78.0,78-79°F,0.0,1.0,0.228,0.193,1.218,0.986
KORD,2026-06-16,1,F,77.07,2.0,75.03,3.28,76.0,76-77°F,1.0,0.0,0.37,0.217,0.689,0.88
KORD,2026-06-16,2,F,76.09,2.67,74.27,3.27,76.0,76-77°F,1.0,0.0,0.289,0.192,0.626,1.123
KORD,2026-06-16,3,F,72.61,3.4,71.03,4.13,76.0,76-77°F,0.0,0.0,0.122,0.081,2.043,3.098
LEMD,2026-06-16,1,C,33.01,0.75,32.6,0.96,34.0,34°C,0.0,0.0,0.233,0.151,0.633,0.919
LEMD,2026-06-16,2,C,33.35,0.99,32.9,1.25,34.0,34°C,0.0,0.0,0.317,0.215,0.396,0.655
LEMD,2026-06-16,3,C,33.35,1.08,32.97,1.36,34.0,34°C,0.0,0.0,0.301,0.218,0.405,0.617
LFPB,2026-06-16,1,C,27.43,0.73,26.9,1.08,28.0,28°C,0.0,0.0,0.389,0.22,0.341,0.664
LFPB,2026-06-16,2,C,27.76,1.01,27.4,1.43,28.0,28°C,1.0,0.0,0.37,0.252,0.258,0.432
LFPB,2026-06-16,3,C,27.9,1.09,27.37,1.52,28.0,28°C,1.0,0.0,0.353,0.237,0.257,0.459
LIMC,2026-06-16,1,C,29.78,0.66,29.03,1.11,30.0,30°C,1.0,0.0,0.525,0.244,0.183,0.576
LIMC,2026-06-16,2,C,29.63,1.1,28.57,1.71,30.0,30°C,1.0,0.0,0.333,0.164,0.306,0.853
LIMC,2026-06-16,3,C,29.24,1.25,28.2,1.82,30.0,30°C,0.0,0.0,0.261,0.134,0.472,1.083
RCSS,2026-06-16,2,C,31.03,2.61,30.5,2.68,34.0,34°C,0.0,0.0,0.08,0.064,1.832,2.229
RCSS,2026-06-16,3,C,30.79,2.97,30.2,3.04,34.0,34°C,0.0,0.0,0.075,0.06,1.955,2.393
RJTT,2026-06-16,2,C,25.45,1.02,25.1,1.43,26.0,26°C,0.0,0.0,0.328,0.226,0.353,0.553
RJTT,2026-06-16,3,C,25.85,1.22,25.5,1.49,26.0,26°C,1.0,0.0,0.315,0.249,0.293,0.415
RKSI,2026-06-16,2,C,29.05,2.66,26.37,4.12,29.0,29°C,0.0,0.0,0.149,0.079,0.622,1.612
RKSI,2026-06-16,3,C,28.94,2.96,26.3,4.17,29.0,29°C,0.0,0.0,0.134,0.077,0.692,1.648
ZBAA,2026-06-16,2,C,27.69,1.89,26.93,3.04,25.0,25°C,0.0,0.0,0.078,0.107,1.756,1.185
ZBAA,2026-06-16,3,C,27.29,2.26,26.2,2.76,25.0,25°C,0.0,0.0,0.106,0.131,1.381,0.85
ZSPD,2026-06-16,2,C,27.57,1.21,26.4,1.54,25.0,25°C,0.0,0.0,0.038,0.171,1.9,0.835
ZSPD,2026-06-16,3,C,26.44,1.49,25.5,1.74,25.0,25°C,0.0,1.0,0.168,0.217,0.861,0.464
EDDM,2026-06-17,1,C,26.66,1.31,25.47,1.83,27.0,27°C,1.0,0.0,0.289,0.153,0.34,0.912
EDDM,2026-06-17,2,C,25.95,1.4,25.33,1.79,27.0,27°C,0.0,0.0,0.214,0.144,0.626,0.996
EDDM,2026-06-17,3,C,24.47,1.96,24.33,2.42,27.0,27°C,0.0,0.0,0.089,0.09,1.609,1.632
EGLC,2026-06-17,1,C,25.62,0.76,25.47,0.97,26.0,26°C,1.0,0.0,0.438,0.344,0.252,0.34
EGLC,2026-06-17,2,C,25.02,1.19,24.93,1.49,26.0,26°C,0.0,0.0,0.236,0.206,0.584,0.64
EGLC,2026-06-17,3,C,24.17,1.31,24.03,1.61,26.0,26°C,0.0,0.0,0.117,0.118,1.188,1.232
KLGA,2026-06-17,1,F,78.97,1.46,77.63,2.02,77.0,76-77°F,0.0,0.0,0.149,0.328,1.266,0.55
KLGA,2026-06-17,2,F,79.43,2.44,78.27,3.35,77.0,76-77°F,0.0,0.0,0.161,0.205,1.463,0.973
KLGA,2026-06-17,3,F,78.76,2.9,77.53,3.69,77.0,76-77°F,0.0,0.0,0.201,0.206,1.091,0.893
KORD,2026-06-17,1,F,69.87,1.58,68.23,1.77,70.0,70-71°F,1.0,0.0,0.442,0.204,0.373,1.064
KORD,2026-06-17,2,F,69.29,2.88,67.87,4.07,70.0,70-71°F,0.0,0.0,0.25,0.158,0.741,1.387
KORD,2026-06-17,3,F,69.33,3.36,67.57,4.02,70.0,70-71°F,0.0,0.0,0.22,0.151,0.84,1.51
LEMD,2026-06-17,1,C,35.16,0.8,34.7,1.02,35.0,35°C,1.0,1.0,0.462,0.361,0.199,0.274
LEMD,2026-06-17,2,C,35.36,0.98,34.9,1.25,35.0,35°C,1.0,1.0,0.366,0.31,0.281,0.296
LEMD,2026-06-17,3,C,35.6,1.05,35.1,1.32,35.0,35°C,0.0,1.0,0.315,0.294,0.379,0.312
LFPB,2026-06-17,1,C,32.64,0.61,31.97,0.89,32.0,32°C,0.0,1.0,0.379,0.426,0.389,0.208
LFPB,2026-06-17,2,C,31.75,1.17,30.97,1.65,32.0,32°C,1.0,0.0,0.324,0.197,0.294,0.636
LFPB,2026-06-17,3,C,31.48,1.09,30.9,1.52,32.0,32°C,0.0,0.0,0.318,0.2,0.352,0.66
LIMC,2026-06-17,1,C,32.81,0.71,31.9,1.23,32.0,32°C,0.0,1.0,0.299,0.315,0.498,0.29
LIMC,2026-06-17,2,C,32.45,0.98,31.63,1.5,32.0,32°C,1.0,1.0,0.353,0.254,0.31,0.386
LIMC,2026-06-17,3,C,32.71,1.24,31.7,1.84,32.0,32°C,0.0,1.0,0.268,0.211,0.449,0.45
RCSS,2026-06-17,2,C,31.69,2.62,31.3,2.7,35.0,>= 34°C,1.0,1.0,0.245,0.207,2.088,2.389
RCSS,2026-06-17,3,C,31.58,3.39,31.0,3.55,35.0,>= 34°C,1.0,1.0,0.285,0.24,2.065,2.46
RJTT,2026-06-17,2,C,26.14,1.02,25.83,1.39,28.0,28°C,0.0,0.0,0.08,0.088,1.316,1.453
RJTT,2026-06-17,3,C,25.2,1.32,24.83,1.8,28.0,28°C,0.0,0.0,0.034,0.049,2.073,2.206
RKSI,2026-06-17,2,C,28.8,2.79,26.1,4.23,30.0,30°C,0.0,0.0,0.13,0.062,0.853,2.33
RKSI,2026-06-17,3,C,29.08,3.07,26.27,4.44,30.0,30°C,0.0,0.0,0.124,0.063,0.828,2.221
ZBAA,2026-06-17,2,C,31.48,1.62,30.8,2.12,32.0,32°C,0.0,0.0,0.231,0.159,0.444,0.759
ZBAA,2026-06-17,3,C,31.75,2.21,31.2,2.65,32.0,32°C,1.0,0.0,0.178,0.143,0.529,0.714
ZSPD,2026-06-17,2,C,29.11,1.21,27.97,1.49,29.0,29°C,1.0,0.0,0.319,0.208,0.287,0.623
ZSPD,2026-06-17,3,C,28.69,1.48,27.63,1.65,29.0,29°C,1.0,0.0,0.259,0.171,0.372,0.813
EDDM,2026-06-18,1,C,30.26,1.26,28.83,1.64,30.0,30°C,1.0,0.0,0.302,0.188,0.317,0.701
EDDM,2026-06-18,2,C,30.15,1.91,28.53,2.38,30.0,30°C,1.0,0.0,0.206,0.138,0.452,0.906
EDDM,2026-06-18,3,C,29.6,1.83,28.17,2.27,30.0,30°C,1.0,0.0,0.21,0.127,0.463,1.091
EGLC,2026-06-18,1,C,26.14,0.7,25.93,0.89,26.0,26°C,1.0,1.0,0.515,0.426,0.175,0.209
EGLC,2026-06-18,2,C,27.29,1.05,27.07,1.3,26.0,26°C,0.0,0.0,0.182,0.217,0.808,0.635
EGLC,2026-06-18,3,C,27.79,1.38,27.57,1.71,26.0,26°C,0.0,0.0,0.126,0.153,1.14,0.935
KLGA,2026-06-18,1,F,89.85,1.49,89.0,2.11,89.0,,,,,,0.537,0.493
KLGA,2026-06-18,2,F,90.35,2.5,89.47,3.49,89.0,,,,,,0.868,0.841
KLGA,2026-06-18,3,F,91.54,3.13,90.47,4.25,89.0,,,,,,1.511,1.194
KORD,2026-06-18,1,F,74.03,1.61,72.17,1.91,73.0,,,,,,0.628,0.59
KORD,2026-06-18,2,F,73.16,2.76,71.47,3.56,73.0,,,,,,0.648,1.091
KORD,2026-06-18,3,F,75.29,3.38,73.53,4.1,73.0,,,,,,1.386,0.987
LEMD,2026-06-18,1,C,35.0,0.76,34.53,0.97,35.0,35°C,1.0,1.0,0.492,0.355,0.177,0.314
LEMD,2026-06-18,2,C,35.35,1.04,34.9,1.32,35.0,35°C,1.0,1.0,0.351,0.294,0.289,0.312
LEMD,2026-06-18,3,C,35.2,1.13,34.8,1.42,35.0,35°C,1.0,1.0,0.338,0.273,0.277,0.342
LFPB,2026-06-18,1,C,37.04,0.61,36.3,0.89,36.0,36°C,0.0,1.0,0.182,0.404,0.717,0.248
LFPB,2026-06-18,2,C,36.22,1.38,35.33,2.0,36.0,36°C,1.0,0.0,0.28,0.187,0.337,0.555
LFPB,2026-06-18,3,C,35.49,1.18,34.93,1.64,36.0,36°C,0.0,0.0,0.301,0.195,0.362,0.651
LIMC,2026-06-18,1,C,33.56,0.67,32.8,1.13,33.0,33°C,0.0,1.0,0.408,0.338,0.333,0.278
LIMC,2026-06-18,2,C,34.02,1.04,33.03,1.62,33.0,33°C,0.0,1.0,0.236,0.242,0.615,0.379
LIMC,2026-06-18,3,C,34.02,1.21,33.07,1.73,33.0,33°C,0.0,1.0,0.229,0.228,0.609,0.405
RCSS,2026-06-18,2,C,32.88,2.74,32.6,2.84,35.0,35°C,0.0,0.0,0.108,0.098,1.264,1.428
RCSS,2026-06-18,3,C,32.5,2.85,32.17,2.87,35.0,35°C,0.0,0.0,0.095,0.085,1.486,1.704
RJTT,2026-06-18,2,C,26.11,1.36,25.83,2.32,26.0,26°C,1.0,1.0,0.285,0.17,0.322,0.547
RJTT,2026-06-18,3,C,26.27,1.53,26.07,2.39,26.0,26°C,1.0,1.0,0.253,0.166,0.375,0.559
RKSI,2026-06-18,2,C,28.01,2.52,25.37,3.71,28.0,28°C,0.0,0.0,0.157,0.083,0.589,1.583
RKSI,2026-06-18,3,C,27.71,2.72,25.37,3.38,28.0,28°C,0.0,0.0,0.145,0.087,0.649,1.569
ZBAA,2026-06-18,2,C,31.22,1.74,30.7,2.56,29.0,29°C,0.0,0.0,0.102,0.124,1.405,1.033
ZBAA,2026-06-18,3,C,31.61,2.23,31.1,2.73,29.0,29°C,0.0,0.0,0.09,0.108,1.617,1.252
ZSPD,2026-06-18,2,C,28.46,1.22,27.23,1.64,28.0,28°C,1.0,0.0,0.297,0.216,0.354,0.524
ZSPD,2026-06-18,3,C,28.97,1.48,27.83,1.68,28.0,28°C,0.0,1.0,0.215,0.233,0.592,0.399
EDDM,2026-06-19,1,C,33.22,1.28,31.6,1.64,33.0,33°C,1.0,0.0,0.3,0.168,0.314,0.833
EDDM,2026-06-19,2,C,32.99,1.83,31.2,2.34,33.0,33°C,1.0,0.0,0.215,0.126,0.428,1.074
EDDM,2026-06-19,3,C,32.78,2.05,30.97,2.54,33.0,33°C,1.0,0.0,0.192,0.114,0.487,1.21
EGLC,2026-06-19,1,C,30.16,0.71,29.93,0.89,30.0,30°C,1.0,1.0,0.509,0.426,0.18,0.209
EGLC,2026-06-19,2,C,29.91,1.08,29.77,1.32,30.0,30°C,1.0,1.0,0.356,0.292,0.255,0.324
EGLC,2026-06-19,3,C,30.59,1.23,30.3,1.48,30.0,30°C,0.0,1.0,0.283,0.259,0.398,0.37
KLGA,2026-06-19,1,F,84.0,1.62,83.1,2.44,82.0,82-83°F,0.0,1.0,0.318,0.309,1.255,0.765
KLGA,2026-06-19,2,F,84.15,2.73,83.33,4.03,82.0,82-83°F,0.0,1.0,0.24,0.192,1.281,1.115
KLGA,2026-06-19,3,F,84.29,3.14,83.27,4.23,82.0,82-83°F,0.0,1.0,0.214,0.184,1.372,1.14
KORD,2026-06-19,1,F,78.31,1.67,76.43,2.11,76.0,76-77°F,0.0,1.0,0.268,0.364,1.495,0.528
KORD,2026-06-19,2,F,77.08,2.65,75.3,3.18,76.0,76-77°F,1.0,0.0,0.287,0.231,0.792,0.804
KORD,2026-06-19,3,F,76.31,3.33,74.73,3.88,76.0,76-77°F,1.0,0.0,0.236,0.184,0.79,1.071
LEMD,2026-06-19,1,C,35.9,0.76,35.4,0.98,36.0,36°C,1.0,0.0,0.483,0.329,0.184,0.371
LEMD,2026-06-19,2,C,35.77,0.99,35.3,1.26,36.0,36°C,1.0,0.0,0.377,0.266,0.252,0.446
LEMD,2026-06-19,3,C,36.11,1.07,35.67,1.35,36.0,36°C,1.0,1.0,0.358,0.281,0.255,0.348
LFPB,2026-06-19,1,C,35.82,1.43,34.87,2.08,36.0,36°C,1.0,0.0,0.271,0.164,0.343,0.726
LFPB,2026-06-19,2,C,36.97,1.15,36.03,1.61,36.0,36°C,0.0,1.0,0.24,0.243,0.579,0.377
LFPB,2026-06-19,3,C,36.75,1.31,35.93,1.87,36.0,36°C,0.0,1.0,0.255,0.21,0.473,0.439
LIMC,2026-06-19,1,C,33.76,0.66,33.13,1.11,34.0,34°C,1.0,0.0,0.521,0.261,0.189,0.517
LIMC,2026-06-19,2,C,33.91,0.97,33.07,1.42,34.0,34°C,1.0,0.0,0.393,0.224,0.23,0.568
LIMC,2026-06-19,3,C,33.74,1.15,33.03,1.55,34.0,34°C,1.0,0.0,0.328,0.209,0.293,0.596
RCSS,2026-06-19,2,C,34.0,2.68,33.93,2.77,36.0,36°C,0.0,0.0,0.112,0.109,1.195,1.236
RCSS,2026-06-19,3,C,33.97,2.9,33.87,2.94,36.0,36°C,0.0,0.0,0.107,0.104,1.224,1.279
RJTT,2026-06-19,2,C,27.88,1.02,27.77,1.42,29.0,29°C,0.0,0.0,0.216,0.192,0.682,0.734
RJTT,2026-06-19,3,C,28.6,1.26,28.6,1.62,29.0,29°C,1.0,1.0,0.295,0.235,0.343,0.418
RKSI,2026-06-19,2,C,29.16,2.35,26.7,3.47,31.0,31°C,0.0,0.0,0.125,0.053,1.096,2.701
RKSI,2026-06-19,3,C,29.08,2.78,26.5,3.83,31.0,31°C,0.0,0.0,0.113,0.052,1.157,2.792
ZBAA,2026-06-19,2,C,27.15,1.59,25.9,1.93,29.0,29°C,0.0,0.0,0.129,0.058,1.142,2.1
ZBAA,2026-06-19,3,C,29.62,2.26,28.93,2.75,29.0,29°C,0.0,0.0,0.169,0.144,0.594,0.643
ZSPD,2026-06-19,2,C,30.12,1.21,29.1,1.5,31.0,31°C,0.0,0.0,0.249,0.121,0.529,1.2
ZSPD,2026-06-19,3,C,29.19,1.49,27.97,1.8,31.0,31°C,0.0,0.0,0.129,0.055,1.129,2.085
EDDM,2026-06-20,1,C,33.0,1.24,31.4,1.62,33.0,33°C,1.0,0.0,0.314,0.151,0.289,0.963
EDDM,2026-06-20,2,C,32.6,1.76,30.97,2.19,33.0,33°C,1.0,0.0,0.218,0.118,0.448,1.215
EDDM,2026-06-20,3,C,31.21,1.64,29.97,2.05,33.0,33°C,0.0,0.0,0.134,0.066,1.095,2.003
EGLC,2026-06-20,1,C,26.55,0.78,26.4,0.99,26.0,26°C,0.0,1.0,0.385,0.359,0.331,0.295
EGLC,2026-06-20,2,C,26.66,1.04,26.37,1.26,26.0,26°C,0.0,1.0,0.307,0.296,0.406,0.337
EGLC,2026-06-20,3,C,27.32,1.56,27.33,1.9,26.0,26°C,0.0,0.0,0.178,0.163,0.786,0.803
KLGA,2026-06-20,1,F,84.88,1.51,83.9,2.16,83.0,82-83°F,0.0,0.0,0.168,0.293,1.18,0.653
KLGA,2026-06-20,2,F,84.21,2.57,83.33,3.68,83.0,82-83°F,0.0,1.0,0.245,0.209,0.824,0.873
KLGA,2026-06-20,3,F,82.43,3.1,81.67,4.3,83.0,82-83°F,1.0,1.0,0.253,0.18,0.766,1.169
KORD,2026-06-20,1,F,78.46,1.57,76.67,1.75,76.0,76-77°F,0.0,1.0,0.241,0.43,1.653,0.51
KORD,2026-06-20,2,F,78.05,2.66,76.3,3.23,76.0,76-77°F,0.0,1.0,0.249,0.243,1.222,0.766
KORD,2026-06-20,3,F,79.29,3.29,77.57,3.78,76.0,76-77°F,0.0,0.0,0.168,0.201,1.982,1.14
LEMD,2026-06-20,1,C,36.85,1.24,36.27,1.58,38.0,38°C,0.0,0.0,0.209,0.139,0.685,1.06
LEMD,2026-06-20,2,C,37.91,0.97,37.37,1.22,38.0,38°C,1.0,0.0,0.394,0.279,0.229,0.414
LEMD,2026-06-20,3,C,37.48,1.17,36.97,1.49,38.0,38°C,0.0,0.0,0.301,0.208,0.365,0.623
LFPB,2026-06-20,1,C,34.66,1.49,33.67,2.11,35.0,35°C,1.0,0.0,0.256,0.154,0.379,0.819
LFPB,2026-06-20,2,C,35.18,1.19,34.23,1.65,35.0,35°C,1.0,0.0,0.321,0.215,0.29,0.525
LFPB,2026-06-20,3,C,33.21,1.25,32.67,1.78,35.0,35°C,0.0,0.0,0.118,0.096,1.17,1.486
LIMC,2026-06-20,1,C,34.27,0.65,33.53,1.08,34.0,34°C,1.0,1.0,0.521,0.328,0.196,0.331
LIMC,2026-06-20,2,C,34.13,0.98,33.27,1.44,34.0,34°C,1.0,0.0,0.388,0.239,0.236,0.483
LIMC,2026-06-20,3,C,34.42,1.18,33.53,1.65,34.0,34°C,1.0,1.0,0.31,0.229,0.334,0.438
RCSS,2026-06-20,2,C,34.43,2.77,34.4,2.88,35.0,35°C,0.0,0.0,0.14,0.135,0.693,0.722
RCSS,2026-06-20,3,C,34.01,2.92,33.9,2.96,35.0,35°C,0.0,0.0,0.128,0.125,0.816,0.853
RJTT,2026-06-20,2,C,23.95,1.06,23.37,1.55,24.0,24°C,1.0,0.0,0.363,0.234,0.248,0.464
RJTT,2026-06-20,3,C,23.51,1.27,22.87,1.66,24.0,24°C,1.0,0.0,0.286,0.189,0.37,0.685
RKSI,2026-06-20,2,C,24.98,1.98,22.27,2.53,24.0,24°C,0.0,0.0,0.177,0.124,0.653,1.048
RKSI,2026-06-20,3,C,25.91,2.52,23.0,3.03,24.0,24°C,0.0,0.0,0.118,0.124,1.142,0.839
ZBAA,2026-06-20,2,C,30.13,1.65,29.2,2.24,30.0,30°C,1.0,0.0,0.238,0.166,0.389,0.636
ZBAA,2026-06-20,3,C,29.82,2.18,28.8,2.46,30.0,30°C,1.0,0.0,0.181,0.143,0.516,0.804
ZSPD,2026-06-20,2,C,30.32,1.22,29.33,1.75,29.0,29°C,0.0,1.0,0.182,0.221,0.807,0.434
ZSPD,2026-06-20,3,C,30.62,1.5,29.3,1.96,29.0,29°C,0.0,1.0,0.148,0.199,0.991,0.477
EDDM,2026-06-21,1,C,33.39,1.81,31.63,2.23,34.0,34°C,0.0,0.0,0.205,0.102,0.506,1.439
EDDM,2026-06-21,2,C,34.21,1.86,32.37,2.32,34.0,34°C,1.0,0.0,0.211,0.134,0.444,0.983
EDDM,2026-06-21,3,C,32.92,1.74,31.37,2.16,34.0,34°C,0.0,0.0,0.187,0.088,0.667,1.648
EGLC,2026-06-21,1,C,29.91,0.96,29.83,1.18,28.0,28°C,0.0,0.0,0.064,0.105,1.387,1.229
EGLC,2026-06-21,2,C,29.99,1.33,29.87,1.63,28.0,28°C,0.0,0.0,0.102,0.128,1.313,1.152
EGLC,2026-06-21,3,C,29.22,1.68,29.2,2.01,28.0,28°C,0.0,0.0,0.181,0.165,0.734,0.748
KLGA,2026-06-21,1,F,84.13,1.5,83.13,2.18,84.0,84-85°F,1.0,0.0,0.482,0.295,0.355,0.646
KLGA,2026-06-21,2,F,84.86,2.59,84.1,3.81,84.0,84-85°F,1.0,1.0,0.298,0.206,0.718,0.891
KLGA,2026-06-21,3,F,84.93,2.99,84.07,3.97,84.0,84-85°F,1.0,1.0,0.259,0.198,0.813,0.928
KORD,2026-06-21,1,F,74.02,1.57,72.4,1.77,71.0,70-71°F,0.0,0.0,0.052,0.255,2.17,0.834
KORD,2026-06-21,2,F,73.05,2.83,71.03,3.79,71.0,70-71°F,0.0,1.0,0.187,0.206,1.23,0.885
KORD,2026-06-21,3,F,72.71,3.37,71.2,4.04,71.0,70-71°F,0.0,1.0,0.189,0.193,1.128,0.948
LEMD,2026-06-21,1,C,38.78,0.77,38.2,0.98,39.0,39°C,1.0,0.0,0.467,0.287,0.206,0.476
LEMD,2026-06-21,2,C,39.26,1.0,38.67,1.26,39.0,39°C,1.0,1.0,0.372,0.297,0.26,0.33
LEMD,2026-06-21,3,C,39.23,1.04,38.67,1.32,39.0,39°C,1.0,1.0,0.36,0.286,0.264,0.342
LFPB,2026-06-21,1,C,36.45,0.77,35.57,1.08,37.0,37°C,0.0,0.0,0.389,0.157,0.33,0.916
LFPB,2026-06-21,2,C,36.26,1.35,35.2,1.85,37.0,37°C,0.0,0.0,0.251,0.134,0.472,1.081
LFPB,2026-06-21,3,C,36.32,1.29,35.47,1.83,37.0,37°C,0.0,0.0,0.264,0.153,0.442,0.912
LIMC,2026-06-21,1,C,35.08,0.66,34.4,1.1,34.0,34°C,0.0,1.0,0.182,0.33,0.734,0.315
LIMC,2026-06-21,2,C,35.33,0.98,34.43,1.47,34.0,34°C,0.0,0.0,0.169,0.255,0.853,0.394
LIMC,2026-06-21,3,C,35.65,1.16,34.83,1.57,34.0,34°C,0.0,0.0,0.129,0.218,1.077,0.539
RCSS,2026-06-21,2,C,34.96,2.83,35.0,2.96,38.0,>= 38°C,1.0,1.0,0.185,0.199,1.851,1.811
RCSS,2026-06-21,3,C,34.84,3.09,34.83,3.17,38.0,>= 38°C,1.0,1.0,0.195,0.2,1.907,1.907
RJTT,2026-06-21,2,C,29.63,1.45,29.7,2.54,26.0,26°C,0.0,0.0,0.013,0.055,2.816,2.432
RJTT,2026-06-21,3,C,26.99,1.39,26.83,2.04,26.0,26°C,0.0,0.0,0.22,0.179,0.596,0.61
RKSI,2026-06-21,2,C,26.78,2.14,24.23,2.91,27.0,27°C,0.0,0.0,0.184,0.087,0.508,1.657
RKSI,2026-06-21,3,C,26.54,2.82,23.77,3.56,27.0,27°C,0.0,0.0,0.139,0.074,0.69,1.929
ZBAA,2026-06-21,2,C,29.53,1.58,28.57,1.89,31.0,31°C,0.0,0.0,0.164,0.093,0.876,1.545
ZBAA,2026-06-21,3,C,30.18,2.22,29.33,2.72,31.0,31°C,0.0,0.0,0.166,0.121,0.638,1.031
ZSPD,2026-06-21,2,C,26.34,1.22,25.17,1.66,27.0,27°C,0.0,0.0,0.276,0.131,0.426,1.122
ZSPD,2026-06-21,3,C,27.59,1.49,26.43,1.73,27.0,27°C,0.0,0.0,0.244,0.216,0.439,0.477
EDDM,2026-06-22,1,C,32.34,1.28,30.8,1.64,33.0,33°C,0.0,0.0,0.268,0.1,0.431,1.411
EDDM,2026-06-22,2,C,32.43,1.99,30.6,2.52,33.0,33°C,0.0,0.0,0.191,0.101,0.529,1.437
EDDM,2026-06-22,3,C,32.74,2.17,30.87,2.68,33.0,33°C,1.0,0.0,0.181,0.108,0.519,1.27
EGLC,2026-06-22,1,C,27.18,0.91,27.03,1.13,27.0,27°C,1.0,1.0,0.41,0.343,0.227,0.264
EGLC,2026-06-22,2,C,27.13,1.14,26.93,1.4,27.0,27°C,1.0,1.0,0.338,0.279,0.271,0.328
EGLC,2026-06-22,3,C,28.42,1.28,28.13,1.56,27.0,27°C,0.0,0.0,0.169,0.195,0.873,0.679
KLGA,2026-06-22,1,F,77.11,1.65,75.8,2.42,73.0,72-73°F,0.0,0.0,0.014,0.133,3.186,1.731
KLGA,2026-06-22,2,F,78.07,2.51,76.63,3.52,73.0,72-73°F,0.0,0.0,0.03,0.114,3.694,2.197
KLGA,2026-06-22,3,F,75.04,2.92,73.67,3.73,73.0,72-73°F,0.0,0.0,0.186,0.201,1.229,0.92
KORD,2026-06-22,1,F,73.05,1.55,71.47,1.7,72.0,72-73°F,1.0,0.0,0.456,0.377,0.636,0.463
KORD,2026-06-22,2,F,72.71,2.74,71.13,3.46,72.0,72-73°F,1.0,0.0,0.284,0.211,0.713,0.895
KORD,2026-06-22,3,F,72.85,3.3,71.1,3.82,72.0,72-73°F,1.0,0.0,0.236,0.193,0.858,0.977
LEMD,2026-06-22,1,C,39.69,0.79,39.1,1.02,40.0,39°C,0.0,1.0,0.338,0.376,0.233,0.536
LEMD,2026-06-22,2,C,39.98,0.99,39.4,1.26,40.0,39°C,0.0,1.0,0.245,0.294,0.232,0.407
LEMD,2026-06-22,3,C,39.97,1.08,39.43,1.36,40.0,39°C,0.0,1.0,0.244,0.273,0.252,0.411
LFPB,2026-06-22,1,C,36.84,1.39,35.9,2.03,37.0,37°C,1.0,0.0,0.28,0.168,0.332,0.707
LFPB,2026-06-22,2,C,38.32,1.28,37.33,1.81,37.0,37°C,0.0,1.0,0.183,0.214,0.8,0.447
LFPB,2026-06-22,3,C,37.62,1.36,36.57,1.86,37.0,37°C,0.0,1.0,0.26,0.206,0.428,0.476
LIMC,2026-06-22,1,C,35.1,0.65,34.47,1.08,35.0,35°C,1.0,0.0,0.55,0.318,0.159,0.356
LIMC,2026-06-22,2,C,35.85,1.07,34.8,1.66,35.0,35°C,0.0,1.0,0.268,0.235,0.506,0.398
LIMC,2026-06-22,3,C,36.37,1.17,35.5,1.59,35.0,35°C,0.0,1.0,0.174,0.235,0.846,0.435
RCSS,2026-06-22,2,C,35.02,3.01,35.0,3.18,37.0,37°C,0.0,0.0,0.107,0.103,1.205,1.229
RCSS,2026-06-22,3,C,34.82,3.08,34.8,3.17,37.0,37°C,0.0,0.0,0.101,0.099,1.309,1.327
RJTT,2026-06-22,2,C,26.62,1.02,26.23,1.4,28.0,28°C,0.0,0.0,0.161,0.13,0.888,1.115
RJTT,2026-06-22,3,C,28.93,1.32,28.77,1.82,28.0,28°C,0.0,0.0,0.234,0.198,0.557,0.553
RKSI,2026-06-22,2,C,26.3,2.18,23.7,2.9,27.0,27°C,0.0,0.0,0.173,0.072,0.598,2.032
RKSI,2026-06-22,3,C,27.4,2.8,25.1,3.3,27.0,27°C,0.0,0.0,0.14,0.102,0.677,1.196
ZBAA,2026-06-22,2,C,32.34,1.64,31.8,2.14,31.0,31°C,0.0,0.0,0.174,0.172,0.796,0.619
ZBAA,2026-06-22,3,C,32.3,2.13,31.67,2.15,31.0,31°C,0.0,0.0,0.155,0.175,0.805,0.584
ZSPD,2026-06-22,2,C,25.98,1.22,25.17,1.66,24.0,24°C,0.0,0.0,0.091,0.186,1.349,0.702
ZSPD,2026-06-22,3,C,25.55,1.49,24.43,1.72,24.0,24°C,0.0,1.0,0.156,0.222,0.937,0.444
EDDM,2026-06-23,1,C,31.61,1.39,30.03,1.79,33.0,33°C,0.0,0.0,0.174,0.058,0.837,2.028
EDDM,2026-06-23,2,C,31.13,2.26,29.27,2.79,33.0,33°C,0.0,0.0,0.125,0.059,1.111,2.393
EDDM,2026-06-23,3,C,31.48,1.75,30.0,2.21,33.0,33°C,0.0,0.0,0.155,0.072,0.907,1.931
EGLC,2026-06-23,1,C,32.78,0.82,32.63,1.05,31.0,<= 32°C,0.0,1.0,0.365,0.449,1.33,1.095
EGLC,2026-06-23,2,C,34.11,1.67,33.83,2.14,31.0,<= 32°C,0.0,1.0,0.168,0.267,2.207,1.811
